Date,MealPeriod,RevenueCenterName,DayOfWeek,Month,Year,CheckTotal,is_zero,IslamicPeriod,IsRamadan,IsEid,IsPreRamadan,IsPostRamadan,IsLast10Ramadan,IsDSF,IsSummerEvent,IsNationalDay,IsNewYear,IsMarathon,IsGITEX,IsAirshow,IsFoodFestival,IsPreEvent,IsPostEvent,TourismIntensity,RevenueImpact
2023-01-14,Dinner,RevenueCenter_1,5,1,2023,1780.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-14,Lunch,RevenueCenter_1,5,1,2023,240.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-15,Breakfast,RevenueCenter_1,6,1,2023,1220.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-15,Dinner,RevenueCenter_1,6,1,2023,2318.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-15,Lunch,RevenueCenter_1,6,1,2023,354.8,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-16,Breakfast,RevenueCenter_1,0,1,2023,420.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-16,Dinner,RevenueCenter_1,0,1,2023,2396.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-16,Lunch,RevenueCenter_1,0,1,2023,284.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-17,Breakfast,RevenueCenter_1,1,1,2023,330.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-17,Dinner,RevenueCenter_1,1,1,2023,1672.5,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-17,Lunch,RevenueCenter_1,1,1,2023,496.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-18,Breakfast,RevenueCenter_1,2,1,2023,1157.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-18,Dinner,RevenueCenter_1,2,1,2023,1363.5,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-18,Lunch,RevenueCenter_1,2,1,2023,694.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-19,Breakfast,RevenueCenter_1,3,1,2023,447.8,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-19,Dinner,RevenueCenter_1,3,1,2023,1342.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-19,Lunch,RevenueCenter_1,3,1,2023,280.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-20,Breakfast,RevenueCenter_1,4,1,2023,874.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-20,Dinner,RevenueCenter_1,4,1,2023,1337.5,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-20,Lunch,RevenueCenter_1,4,1,2023,524.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-21,Breakfast,RevenueCenter_1,5,1,2023,674.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-21,Dinner,RevenueCenter_1,5,1,2023,1693.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-21,Lunch,RevenueCenter_1,5,1,2023,1677.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-22,Breakfast,RevenueCenter_1,6,1,2023,1131.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-22,Dinner,RevenueCenter_1,6,1,2023,2144.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-22,Lunch,RevenueCenter_1,6,1,2023,889.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-23,Breakfast,RevenueCenter_1,0,1,2023,208.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-23,Dinner,RevenueCenter_1,0,1,2023,4238.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-23,Lunch,RevenueCenter_1,0,1,2023,895.5,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-24,Breakfast,RevenueCenter_1,1,1,2023,374.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-24,Dinner,RevenueCenter_1,1,1,2023,1794.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-24,Lunch,RevenueCenter_1,1,1,2023,674.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-25,Breakfast,RevenueCenter_1,2,1,2023,652.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-25,Dinner,RevenueCenter_1,2,1,2023,2641.5,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-25,Lunch,RevenueCenter_1,2,1,2023,371.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-26,Breakfast,RevenueCenter_1,3,1,2023,664.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-26,Dinner,RevenueCenter_1,3,1,2023,3669.5,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-26,Lunch,RevenueCenter_1,3,1,2023,455.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-27,Breakfast,RevenueCenter_1,4,1,2023,869.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-27,Dinner,RevenueCenter_1,4,1,2023,3899.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-27,Lunch,RevenueCenter_1,4,1,2023,456.5,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-28,Breakfast,RevenueCenter_1,5,1,2023,1169.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-28,Dinner,RevenueCenter_1,5,1,2023,2667.5,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-28,Lunch,RevenueCenter_1,5,1,2023,645.9,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-29,Breakfast,RevenueCenter_1,6,1,2023,1062.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-29,Dinner,RevenueCenter_1,6,1,2023,2841.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-29,Lunch,RevenueCenter_1,6,1,2023,1016.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-30,Breakfast,RevenueCenter_1,0,1,2023,187.4,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-30,Dinner,RevenueCenter_1,0,1,2023,3020.5,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-30,Lunch,RevenueCenter_1,0,1,2023,510.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-31,Breakfast,RevenueCenter_1,1,1,2023,473.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-31,Dinner,RevenueCenter_1,1,1,2023,4368.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-31,Lunch,RevenueCenter_1,1,1,2023,250.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-01,Breakfast,RevenueCenter_1,2,2,2023,612.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-01,Dinner,RevenueCenter_1,2,2,2023,1527.5,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-01,Lunch,RevenueCenter_1,2,2,2023,278.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-02,Breakfast,RevenueCenter_1,3,2,2023,223.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-02,Dinner,RevenueCenter_1,3,2,2023,2849.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-02,Lunch,RevenueCenter_1,3,2,2023,938.5,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-03,Breakfast,RevenueCenter_1,4,2,2023,968.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-03,Dinner,RevenueCenter_1,4,2,2023,1896.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-03,Lunch,RevenueCenter_1,4,2,2023,565.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-04,Breakfast,RevenueCenter_1,5,2,2023,1994.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-04,Dinner,RevenueCenter_1,5,2,2023,2686.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-04,Lunch,RevenueCenter_1,5,2,2023,247.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-05,Breakfast,RevenueCenter_1,6,2,2023,886.4,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-05,Dinner,RevenueCenter_1,6,2,2023,1466.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-05,Lunch,RevenueCenter_1,6,2,2023,569.5,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-06,Breakfast,RevenueCenter_1,0,2,2023,1550.4,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-06,Dinner,RevenueCenter_1,0,2,2023,1952.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-06,Lunch,RevenueCenter_1,0,2,2023,125.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-07,Breakfast,RevenueCenter_1,1,2,2023,1751.4,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-07,Dinner,RevenueCenter_1,1,2,2023,3700.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-07,Lunch,RevenueCenter_1,1,2,2023,969.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-08,Breakfast,RevenueCenter_1,2,2,2023,745.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-08,Dinner,RevenueCenter_1,2,2,2023,1673.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-08,Lunch,RevenueCenter_1,2,2,2023,258.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-09,Breakfast,RevenueCenter_1,3,2,2023,825.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-09,Dinner,RevenueCenter_1,3,2,2023,3374.4,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-09,Lunch,RevenueCenter_1,3,2,2023,801.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-10,Breakfast,RevenueCenter_1,4,2,2023,456.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-10,Dinner,RevenueCenter_1,4,2,2023,2559.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-10,Lunch,RevenueCenter_1,4,2,2023,570.5,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-11,Breakfast,RevenueCenter_1,5,2,2023,1229.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-11,Dinner,RevenueCenter_1,5,2,2023,2197.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-11,Lunch,RevenueCenter_1,5,2,2023,973.5,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-12,Breakfast,RevenueCenter_1,6,2,2023,997.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-12,Dinner,RevenueCenter_1,6,2,2023,4039.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-12,Lunch,RevenueCenter_1,6,2,2023,1196.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-13,Breakfast,RevenueCenter_1,0,2,2023,924.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-13,Dinner,RevenueCenter_1,0,2,2023,3750.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-13,Lunch,RevenueCenter_1,0,2,2023,282.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-14,Breakfast,RevenueCenter_1,1,2,2023,340.4,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-14,Dinner,RevenueCenter_1,1,2,2023,4156.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-14,Lunch,RevenueCenter_1,1,2,2023,526.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-15,Breakfast,RevenueCenter_1,2,2,2023,432.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-15,Dinner,RevenueCenter_1,2,2,2023,2181.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-15,Lunch,RevenueCenter_1,2,2,2023,1566.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-16,Breakfast,RevenueCenter_1,3,2,2023,1215.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-16,Dinner,RevenueCenter_1,3,2,2023,3598.5,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-16,Lunch,RevenueCenter_1,3,2,2023,1259.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-17,Breakfast,RevenueCenter_1,4,2,2023,1749.5,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-17,Dinner,RevenueCenter_1,4,2,2023,2451.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-17,Lunch,RevenueCenter_1,4,2,2023,689.0,0,Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-18,Breakfast,RevenueCenter_1,5,2,2023,2197.4,0,Pre-Dubai-Food-Festival,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
2023-02-18,Dinner,RevenueCenter_1,5,2,2023,3515.0,0,Pre-Dubai-Food-Festival,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
2023-02-18,Lunch,RevenueCenter_1,5,2,2023,1026.0,0,Pre-Dubai-Food-Festival,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
2023-02-19,Breakfast,RevenueCenter_1,6,2,2023,1505.0,0,Pre-Dubai-Food-Festival,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
2023-02-19,Dinner,RevenueCenter_1,6,2,2023,4452.22,0,Pre-Dubai-Food-Festival,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
2023-02-19,Lunch,RevenueCenter_1,6,2,2023,844.0,0,Pre-Dubai-Food-Festival,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
2023-02-20,Breakfast,RevenueCenter_1,0,2,2023,578.0,0,Pre-Dubai-Food-Festival,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
2023-02-20,Dinner,RevenueCenter_1,0,2,2023,2629.0,0,Pre-Dubai-Food-Festival,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
2023-02-20,Lunch,RevenueCenter_1,0,2,2023,908.0,0,Pre-Dubai-Food-Festival,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
2023-02-21,Breakfast,RevenueCenter_1,1,2,2023,1040.0,0,Pre-Dubai-Food-Festival,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
2023-02-21,Dinner,RevenueCenter_1,1,2,2023,3025.5,0,Pre-Dubai-Food-Festival,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
2023-02-21,Lunch,RevenueCenter_1,1,2,2023,965.0,0,Pre-Dubai-Food-Festival,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
2023-02-22,Breakfast,RevenueCenter_1,2,2,2023,1319.0,0,Pre-Dubai-Food-Festival,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
2023-02-22,Dinner,RevenueCenter_1,2,2,2023,2569.0,0,Pre-Dubai-Food-Festival,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
2023-02-22,Lunch,RevenueCenter_1,2,2,2023,785.0,0,Pre-Dubai-Food-Festival,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
2023-02-23,Breakfast,RevenueCenter_1,3,2,2023,766.0,0,Dubai-Food-Festival,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-02-23,Dinner,RevenueCenter_1,3,2,2023,2853.0,0,Dubai-Food-Festival,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-02-23,Lunch,RevenueCenter_1,3,2,2023,259.0,0,Dubai-Food-Festival,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-02-24,Breakfast,RevenueCenter_1,4,2,2023,873.0,0,Dubai-Food-Festival,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-02-24,Dinner,RevenueCenter_1,4,2,2023,2830.0,0,Dubai-Food-Festival,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-02-24,Lunch,RevenueCenter_1,4,2,2023,1012.0,0,Dubai-Food-Festival,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-02-25,Breakfast,RevenueCenter_1,5,2,2023,798.0,0,Dubai-Food-Festival,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-02-25,Dinner,RevenueCenter_1,5,2,2023,4164.0,0,Dubai-Food-Festival,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-02-25,Lunch,RevenueCenter_1,5,2,2023,1087.0,0,Dubai-Food-Festival,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-02-26,Breakfast,RevenueCenter_1,6,2,2023,1498.4,0,Dubai-Food-Festival,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-02-26,Dinner,RevenueCenter_1,6,2,2023,2626.0,0,Dubai-Food-Festival,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-02-26,Lunch,RevenueCenter_1,6,2,2023,573.0,0,Dubai-Food-Festival,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-02-27,Breakfast,RevenueCenter_1,0,2,2023,956.9,0,Dubai-Food-Festival,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-02-27,Dinner,RevenueCenter_1,0,2,2023,1937.8,0,Dubai-Food-Festival,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-02-27,Lunch,RevenueCenter_1,0,2,2023,575.0,0,Dubai-Food-Festival,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-02-28,Breakfast,RevenueCenter_1,1,2,2023,1214.0,0,Dubai-Food-Festival,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-02-28,Dinner,RevenueCenter_1,1,2,2023,3393.5,0,Dubai-Food-Festival,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-02-28,Lunch,RevenueCenter_1,1,2,2023,523.0,0,Dubai-Food-Festival,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
